=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-3-10_1-1-39
====================================================================================
1:1:39 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
1:1:39 | [PermissionManager] Perm (TeleportToCrosshair) has been registered!
1:1:39 | [PermissionManager] Perm (FreeCamera) has been registered!
1:1:39 | [PermissionManager] Perm (RepairVehiclesAtCrosshair) has been registered!
1:1:39 | [PermissionManager] Perm (MenuItemManager) has been registered!
1:1:39 | [PermissionManager] Perm (MenuItemManager:SpawnItem) has been registered!
1:1:39 | [PermissionManager] Perm (MenuItemManager:EditPreset) has been registered!
1:1:39 | [PermissionManager] Perm (MenuItemManager:SpawnPreset) has been registered!
1:1:39 | [PermissionManager] Perm (MenuItemManager:DeletePreset) has been registered!
1:1:39 | [PermissionManager] Perm (MenuItemManager:AddPreset) has been registered!
1:1:39 | [PermissionManager] Perm (MenuServerManager) has been registered!
1:1:39 | [PermissionManager] Perm (ServerManager:RestartServer) has been registered!
1:1:39 | [PermissionManager] Perm (ServerManager:LockServer) has been registered!
1:1:39 | [PermissionManager] Perm (ServerManager:KickAllPlayers) has been registered!
1:1:39 | [PermissionManager] Perm (ServerManager:LoadScripts) has been registered!
1:1:39 | [PermissionManager] Perm (MenuWeatherManager) has been registered!
1:1:39 | [PermissionManager] Perm (WeatherManager:ApplyWeather) has been registered!
1:1:39 | [PermissionManager] Perm (WeatherManager:ApplyTime) has been registered!
1:1:39 | [PermissionManager] Perm (WeatherManager:SavePreset) has been registered!
1:1:39 | [PermissionManager] Perm (WeatherManager:DeletePreset) has been registered!
1:1:39 | [PermissionManager] Perm (WeatherManager:ApplyPreset) has been registered!
1:1:39 | [PermissionManager] Perm (WeatherManager:ApplyTimePreset) has been registered!
1:1:39 | [PermissionManager] Perm (WeatherManager:SaveTimePreset) has been registered!
1:1:39 | [PermissionManager] Perm (WeatherManager:DeleteTimePreset) has been registered!
1:1:39 | [PermissionManager] Perm (MenuObjectManager) has been registered!
1:1:39 | [PermissionManager] Perm (MenuObjectManager:CreateNewSet) has been registered!
1:1:39 | [PermissionManager] Perm (MenuObjectManager:UpdateSet) has been registered!
1:1:39 | [PermissionManager] Perm (MenuObjectManager:DeleteSet) has been registered!
1:1:39 | [PermissionManager] Perm (MenuObjectManager:EditSet) has been registered!
1:1:39 | [PermissionManager] Perm (MenuPermissionsEditor) has been registered!
1:1:39 | [PermissionManager] Perm (PermissionsEditor:RemoveUser) has been registered!
1:1:39 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
1:1:39 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
1:1:39 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
1:1:39 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
1:1:39 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
1:1:39 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
1:1:39 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
1:1:39 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
1:1:39 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
1:1:39 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
1:1:39 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
1:1:39 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
1:1:39 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
1:1:39 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
1:1:39 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
1:1:39 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
1:1:39 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
1:1:39 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
1:1:39 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
1:1:39 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
1:1:39 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
1:1:39 | [PermissionManager] Perm (MenuBansManager) has been registered!
1:1:39 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
1:1:39 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
1:1:39 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
1:1:39 | [PermissionManager] Perm (MenuWebHooks) has been registered!
1:1:39 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
1:1:39 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
1:1:39 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
1:1:39 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
1:1:39 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
1:1:39 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
1:1:39 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
1:1:39 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
1:1:39 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
1:1:39 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
1:1:39 | [PermissionManager] Perm (EspToolsMenu) has been registered!
1:1:39 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
1:1:39 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
1:1:39 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
1:1:39 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
1:1:39 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
1:1:39 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
1:1:39 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
1:1:39 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
1:1:39 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
1:1:39 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
1:1:39 | [PermissionManager] Adding Super Admin (76561198253386609)
1:1:39 | [PermissionManager] Adding Super Admin (76561198442072760)
1:1:39 | [PermissionManager] Adding Super Admin (76561198950594742)
1:1:39 | [PermissionManager] Adding Super Admin (76561198329721265)
1:1:39 | [PermissionManager] Adding Super Admin (76561198140728342)
1:1:39 | [PermissionManager] Loaded UserGroups.json
1:1:39 | Building Sets Loaded: 1
1:1:39 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
1:1:39 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
1:1:39 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
1:1:39 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
1:1:39 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
1:1:39 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
1:1:39 | [PermissionManager] Perm (Chat:NamalskRunEvent) has been registered!
1:1:39 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
1:1:39 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
1:1:39 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
1:1:39 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
1:1:39 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
1:1:39 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
1:1:39 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
1:1:39 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
1:1:39 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
1:2:10 | Player "[FARM]RIBEIRO" (steamId=76561198998920846) connected to server!
1:2:59 | Player "=FURY=BaBaYaGa" (steamId=76561199075317144) connected to server!
1:3:11 | Player "=FURY=BaBaYaGa" (steamId=76561199075317144) connected to server!
1:3:17 | Player "[FARM]NATO" (steamId=76561199083641388) connected to server!
1:3:31 | Player "I AM LEGEND" (steamId=76561198950594742) connected to server!
1:4:9 | Player "I AM LEGEND" (steamId=76561198950594742) connected to server!
1:4:10 | Player "[FARM]NATO" (steamId=76561199083641388) connected to server!
1:5:30 | Player "[CMDS] BocaPreta" (steamId=76561198061748681) connected to server!
1:5:47 | Player "=FURY= BaBaYaaGa" (steamId=76561199145341465) connected to server!
1:6:9 | Player "[FARM]Gandii" (steamId=76561199008723574) connected to server!
1:7:37 | Player "Mr. Oppai" (steamId=76561198067634106) connected to server!
1:8:9 | Player "=FURY=M4ndr4k3.Rs*" (steamId=76561197977977178) connected to server!
1:9:26 | Player "=FURY=M4ndr4k3.Rs*" (steamId=76561197977977178) connected to server!
1:9:59 | Player "[CMDS] BocaPreta" (steamId=76561198061748681) connected to server!
1:10:14 | Player "[CMDS] BocaPreta" (steamId=76561198061748681) disconnected from server.
1:12:29 | Player "[CMDS] BocaPreta" (steamId=76561198061748681) connected to server!
1:15:18 | Player "Texaco" (steamId=76561198389486307) connected to server!
1:15:35 | Player "[CMDS] BocaPreta" (steamId=76561198061748681) connected to server!
1:18:44 | Player "[FARM]RIBEIRO" (steamId=76561198998920846) disconnected from server.
1:18:46 | Player "[FARM]RIBEIRO" (steamId=76561198998920846) disconnected from server.
1:23:26 | Player "=FURY=M4ndr4k3.Rs*" (steamId=76561197977977178) disconnected from server.
