=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-2-8_6-0-26
====================================================================================
6:0:26 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
6:0:26 | [PermissionManager] Perm (TeleportToCrosshair) has been registered!
6:0:26 | [PermissionManager] Perm (FreeCamera) has been registered!
6:0:26 | [PermissionManager] Perm (RepairVehiclesAtCrosshair) has been registered!
6:0:26 | [PermissionManager] Perm (MenuItemManager) has been registered!
6:0:26 | [PermissionManager] Perm (MenuItemManager:SpawnItem) has been registered!
6:0:26 | [PermissionManager] Perm (MenuItemManager:EditPreset) has been registered!
6:0:26 | [PermissionManager] Perm (MenuItemManager:SpawnPreset) has been registered!
6:0:26 | [PermissionManager] Perm (MenuItemManager:DeletePreset) has been registered!
6:0:26 | [PermissionManager] Perm (MenuItemManager:AddPreset) has been registered!
6:0:26 | [PermissionManager] Perm (MenuServerManager) has been registered!
6:0:26 | [PermissionManager] Perm (ServerManager:RestartServer) has been registered!
6:0:26 | [PermissionManager] Perm (ServerManager:LockServer) has been registered!
6:0:26 | [PermissionManager] Perm (ServerManager:KickAllPlayers) has been registered!
6:0:26 | [PermissionManager] Perm (ServerManager:LoadScripts) has been registered!
6:0:26 | [PermissionManager] Perm (MenuWeatherManager) has been registered!
6:0:26 | [PermissionManager] Perm (WeatherManager:ApplyWeather) has been registered!
6:0:26 | [PermissionManager] Perm (WeatherManager:ApplyTime) has been registered!
6:0:26 | [PermissionManager] Perm (WeatherManager:SavePreset) has been registered!
6:0:26 | [PermissionManager] Perm (WeatherManager:DeletePreset) has been registered!
6:0:26 | [PermissionManager] Perm (WeatherManager:ApplyPreset) has been registered!
6:0:26 | [PermissionManager] Perm (WeatherManager:ApplyTimePreset) has been registered!
6:0:26 | [PermissionManager] Perm (WeatherManager:SaveTimePreset) has been registered!
6:0:26 | [PermissionManager] Perm (WeatherManager:DeleteTimePreset) has been registered!
6:0:26 | [PermissionManager] Perm (MenuObjectManager) has been registered!
6:0:26 | [PermissionManager] Perm (MenuObjectManager:CreateNewSet) has been registered!
6:0:26 | [PermissionManager] Perm (MenuObjectManager:UpdateSet) has been registered!
6:0:26 | [PermissionManager] Perm (MenuObjectManager:DeleteSet) has been registered!
6:0:26 | [PermissionManager] Perm (MenuObjectManager:EditSet) has been registered!
6:0:26 | [PermissionManager] Perm (MenuPermissionsEditor) has been registered!
6:0:26 | [PermissionManager] Perm (PermissionsEditor:RemoveUser) has been registered!
6:0:26 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
6:0:26 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
6:0:26 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
6:0:26 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
6:0:26 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
6:0:26 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
6:0:26 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
6:0:26 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
6:0:26 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
6:0:26 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
6:0:26 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
6:0:26 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
6:0:26 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
6:0:26 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
6:0:26 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
6:0:26 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
6:0:26 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
6:0:26 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
6:0:26 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
6:0:26 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
6:0:26 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
6:0:26 | [PermissionManager] Perm (MenuBansManager) has been registered!
6:0:26 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
6:0:26 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
6:0:26 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
6:0:26 | [PermissionManager] Perm (MenuWebHooks) has been registered!
6:0:26 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
6:0:26 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
6:0:26 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
6:0:26 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
6:0:26 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
6:0:26 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
6:0:26 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
6:0:26 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
6:0:26 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
6:0:26 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
6:0:26 | [PermissionManager] Perm (EspToolsMenu) has been registered!
6:0:26 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
6:0:26 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
6:0:26 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
6:0:26 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
6:0:26 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
6:0:26 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
6:0:26 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
6:0:26 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
6:0:26 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
6:0:26 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
6:0:26 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
6:0:26 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
6:0:26 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
6:0:26 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
6:0:26 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
6:0:26 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
6:0:26 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
6:0:26 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
6:0:26 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
6:0:26 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
6:0:26 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
6:0:26 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
6:0:26 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
6:0:26 | [PermissionManager] Adding Super Admin (76561198253386609)
6:0:26 | [PermissionManager] Adding Super Admin (76561198442072760)
6:0:26 | [PermissionManager] Adding Super Admin (76561198950594742)
6:0:26 | [PermissionManager] Loaded UserGroups.json
6:0:26 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
6:0:27 | Building Sets Loaded: 0
6:0:27 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
6:1:28 | Player "[G.M] P4BL0" (steamId=76561198262032545) connected to server!
6:2:1 | Player "[G.M] P4BL0" (steamId=76561198262032545) connected to server!
6:15:17 | Player "SANTANA" (steamId=76561199228878387) connected to server!
6:16:33 | Player "SANTANA" (steamId=76561199228878387) connected to server!
6:31:9 | Player "HermanClaudio" (steamId=76561198398064940) connected to server!
6:32:4 | Player "HermanClaudio" (steamId=76561198398064940) connected to server!
6:35:37 | Player "HermanClaudio" (steamId=76561198398064940) disconnected from server.
6:35:51 | Player "HermanClaudio" (steamId=76561198398064940) disconnected from server.
6:55:11 | Player "Menor Costelinha" (steamId=76561198070585796) connected to server!
6:56:7 | Player "[G.M] P4BL0" (steamId=76561198262032545) disconnected from server.
6:56:15 | Player "[G.M] P4BL0" (steamId=76561198262032545) disconnected from server.
7:22:43 | Player "Menor Costelinha" (steamId=76561198070585796) connected to server!
7:25:24 | Player "Menor Costelinha" (steamId=76561198070585796) disconnected from server.
7:25:24 | Player "Menor Costelinha" (steamId=76561198070585796) disconnected from server.
7:47:55 | Player "HermanClaudio" (steamId=76561198398064940) connected to server!
7:48:39 | Player "HermanClaudio" (steamId=76561198398064940) connected to server!
7:50:16 | Player "HermanClaudio" (steamId=76561198398064940) disconnected from server.
7:50:19 | Player "HermanClaudio" (steamId=76561198398064940) disconnected from server.
7:51:24 | Player "HermanClaudio" (steamId=76561198398064940) connected to server!
8:6:41 | Player "AVG // STARK" (steamId=76561198133211909) connected to server!
8:7:12 | Player "AVG // STARK" (steamId=76561198133211909) connected to server!
8:32:46 | Player "KOREA" (steamId=76561198253386609) connected to server!
8:33:41 | Player "KOREA" (steamId=76561198253386609) connected to server!
8:34:56 | "KOREA" (steamid=76561198253386609) toggled godmode
8:35:7 | "KOREA" (steamid=76561198253386609) toggled freecam
8:39:58 | "KOREA" (steamid=76561198253386609) teleported to crosshair (pos=<4914.561035, 9.482752, 2469.880859>)
8:40:3 | "KOREA" (steamid=76561198253386609) toggled freecam
8:41:26 | "KOREA": (steamid=76561198253386609) teleported to (pos=9293.12,0,13317.1)
8:41:32 | "KOREA": (steamid=76561198253386609) teleported to (pos=9295.83,0,13322.6)
8:41:36 | "KOREA" (steamid=76561198253386609) toggled freecam
8:42:19 | "KOREA" (steamid=76561198253386609) teleported to crosshair (pos=<9298.189453, 107.015732, 13516.582031>)
8:42:25 | "KOREA" (steamid=76561198253386609) toggled freecam
8:45:12 | "KOREA" (steamid=76561198253386609) deleted object "ZmbF_JoggerSkinny_Green" (pos=<9293.189453, 107.283905, 13508.023438>)
8:47:18 | "KOREA" (steamid=76561198253386609) deleted object "ZmbM_Jacket_brown" (pos=<9277.281250, 107.013809, 13492.142578>)
8:47:59 | "KOREA" (steamid=76561198253386609) Spawned Item: (Rope)
8:49:14 | "KOREA" (steamid=76561198253386609) Spawned Item: (AdminHatchet)
8:50:44 | "KOREA" (steamid=76561198253386609) deleted objects using ESP
8:56:35 | Player "Fantasma FA" (steamId=76561199214576884) connected to server!
8:57:7 | "KOREA" (steamid=76561198253386609) teleported to crosshair (pos=<9274.585938, 109.405342, 13491.534180>)
8:57:46 | Player "Fantasma FA" (steamId=76561199214576884) connected to server!
8:59:30 | Player "Fantasma FA" (steamId=76561199214576884) disconnected from server.
8:59:30 | Player "AVG // STARK" (steamId=76561198133211909) disconnected from server.
8:59:30 | Player "SANTANA" (steamId=76561199228878387) disconnected from server.
8:59:30 | Player "KOREA" (steamId=76561198253386609) disconnected from server.
