=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-3-10_3-3-0
====================================================================================
3:3:0 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
3:3:0 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
3:3:0 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
3:3:0 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
3:3:0 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
3:3:0 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
3:3:0 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
3:3:0 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
3:3:0 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
3:3:0 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
3:3:0 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
3:3:0 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
3:3:0 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
3:3:0 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
3:3:0 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
3:3:0 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
3:3:0 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
3:3:0 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
3:3:0 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
3:3:0 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
3:3:0 | [PermissionManager] Perm (MenuBansManager) has been registered!
3:3:0 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
3:3:0 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
3:3:0 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
3:3:0 | [PermissionManager] Perm (MenuWebHooks) has been registered!
3:3:0 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
3:3:0 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
3:3:0 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
3:3:0 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
3:3:0 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
3:3:0 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
3:3:0 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
3:3:0 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
3:3:0 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
3:3:0 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
3:3:0 | [PermissionManager] Perm (EspToolsMenu) has been registered!
3:3:0 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
3:3:0 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
3:3:0 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
3:3:0 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
3:3:0 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
3:3:0 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
3:3:0 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
3:3:0 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
3:3:0 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
3:3:0 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
3:3:0 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
3:3:0 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
3:3:0 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
3:3:0 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
3:3:0 | [PermissionManager] Perm (Chat:NamalskRunEvent) has been registered!
3:3:0 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
3:3:0 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
3:3:0 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
3:3:0 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
3:3:0 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
3:3:0 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
3:3:0 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
3:3:0 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
3:3:0 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
3:3:0 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
3:3:0 | [PermissionManager] Adding Super Admin (76561198253386609)
3:3:0 | [PermissionManager] Adding Super Admin (76561198442072760)
3:3:0 | [PermissionManager] Adding Super Admin (76561198950594742)
3:3:0 | [PermissionManager] Adding Super Admin (76561198329721265)
3:3:0 | [PermissionManager] Adding Super Admin (76561198140728342)
3:3:0 | [PermissionManager] Loaded UserGroups.json
3:3:0 | Building Sets Loaded: 1
3:3:0 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
3:3:51 | Player "=FURY=BaBaYaGa" (steamId=76561199075317144) connected to server!
3:3:52 | Player "[CMDS] BocaPreta" (steamId=76561198061748681) connected to server!
3:4:15 | Player "[CMDS] BocaPreta" (steamId=76561198061748681) connected to server!
3:4:15 | Player "=FURY=BaBaYaGa" (steamId=76561199075317144) connected to server!
3:4:26 | Player "Texaco" (steamId=76561198389486307) connected to server!
3:4:30 | Player "=FURY= BaBaYaaGa" (steamId=76561199145341465) connected to server!
3:4:34 | Player "Texaco" (steamId=76561198389486307) connected to server!
3:4:37 | Player "I AM LEGEND" (steamId=76561198950594742) connected to server!
3:4:39 | Player "=FURY= BaBaYaaGa" (steamId=76561199145341465) connected to server!
3:5:19 | Player "I AM LEGEND" (steamId=76561198950594742) connected to server!
3:5:56 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6769.460938, 14.875137, 11151.800781>)
3:5:56 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6764.513672, 14.881339, 11144.817383>)
3:5:58 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6766.056641, 15.000004, 11128.664063>)
3:5:58 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6763.412598, 15.011679, 11121.032227>)
3:5:58 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6763.272949, 15.009893, 11120.629883>)
3:5:58 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6763.142090, 15.008218, 11120.269531>)
3:5:59 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6760.900879, 15.013067, 11114.665039>)
3:5:59 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6760.717285, 15.014294, 11114.167969>)
3:5:59 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6760.520020, 15.013661, 11113.609375>)
3:5:59 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6758.065918, 15.085921, 11108.285156>)
3:5:59 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6757.004883, 15.070644, 11108.017578>)
3:6:3 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6735.352051, 17.471603, 11102.576172>)
3:6:27 | "I AM LEGEND" (steamid=76561198950594742) toggled freecam
3:6:56 | "I AM LEGEND" (steamid=76561198950594742) toggled freecam
3:7:1 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6735.186523, 17.867220, 11102.627930>)
3:7:3 | "I AM LEGEND" (steamid=76561198950594742) toggled freecam
3:7:45 | "I AM LEGEND" (steamid=76561198950594742) toggled freecam
3:7:47 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6734.326172, 15.899325, 11102.424805>)
3:7:49 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6733.198730, 15.000004, 11103.640625>)
3:7:51 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6734.229492, 14.999957, 11107.293945>)
3:7:52 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6735.041504, 17.093683, 11104.058594>)
3:7:54 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6728.477051, 15.049110, 11099.772461>)
3:7:54 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6725.193359, 15.123006, 11095.228516>)
3:7:54 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6725.003906, 15.124233, 11094.941406>)
3:7:54 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6724.846191, 15.125643, 11094.708008>)
3:7:54 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6722.499512, 15.125990, 11091.405273>)
3:7:54 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6722.058594, 15.125277, 11090.513672>)
3:7:55 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6721.880859, 15.125883, 11090.078125>)
3:7:55 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6721.694336, 15.126488, 11089.678711>)
3:7:55 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6719.250977, 15.130020, 11085.983398>)
3:7:55 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6718.913574, 15.129955, 11085.450195>)
3:7:55 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6718.811035, 15.130092, 11085.123047>)
3:7:55 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6718.575684, 15.129725, 11084.623047>)
3:7:56 | "I AM LEGEND" (steamid=76561198950594742) teleported to crosshair (pos=<6688.134766, 33.876503, 11084.875977>)
3:8:21 | Player "I AM LEGEND" (steamId=76561198950594742) disconnected from server.
3:9:44 | Player "[BRz] Xacall " (steamId=76561198160368459) connected to server!
3:11:16 | Player "[FARM]NATO" (steamId=76561199083641388) connected to server!
3:12:7 | Player "[FARM]NATO" (steamId=76561199083641388) connected to server!
3:16:44 | Player "[FARM]NATO" (steamId=76561199083641388) disconnected from server.
3:16:47 | Player "[FARM]NATO" (steamId=76561199083641388) disconnected from server.
3:18:28 | Player "Smoke" (steamId=76561199001086592) connected to server!
3:19:35 | Player "D 4 N " (steamId=76561199114431170) connected to server!
3:19:51 | Player "D 4 N " (steamId=76561199114431170) connected to server!
3:20:17 | Player "Fantasma FA" (steamId=76561199214576884) connected to server!
3:21:21 | Player "Fantasma FA" (steamId=76561199214576884) connected to server!
3:31:20 | Player "Survivor" (steamId=76561198253386609) connected to server!
3:31:39 | Player "Survivor" (steamId=76561198253386609) connected to server!
3:31:44 | "Survivor" (steamid=76561198253386609) toggled godmode
3:32:48 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7442.427734, 33.946724, 10483.764648>)
3:32:48 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7439.713867, 34.948578, 10479.255859>)
3:32:48 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7439.692383, 34.953583, 10479.246094>)
3:32:48 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7439.673340, 34.957909, 10479.238281>)
3:32:48 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7439.654297, 34.962559, 10479.229492>)
3:32:48 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7439.638184, 34.969250, 10479.210938>)
3:32:48 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7439.623047, 34.975048, 10479.193359>)
3:32:48 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7439.605957, 34.981621, 10479.175781>)
3:32:48 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7439.025391, 35.214169, 10478.310547>)
3:32:48 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7438.070801, 35.596794, 10476.878906>)
3:32:48 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7437.368164, 35.917835, 10475.835938>)
3:32:48 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7437.346680, 35.935295, 10475.795898>)
3:32:48 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7437.324219, 35.952515, 10475.754883>)
3:32:48 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7437.299805, 35.971355, 10475.710938>)
3:32:48 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7437.293945, 35.973442, 10475.713867>)
3:32:48 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7437.292969, 35.970509, 10475.730469>)
3:32:48 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7437.291992, 35.968086, 10475.745117>)
3:32:48 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7437.290527, 35.965496, 10475.760742>)
3:32:48 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7437.011230, 36.152462, 10475.365234>)
3:32:48 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7436.454590, 36.432968, 10474.547852>)
3:32:48 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7436.009277, 36.645493, 10473.888672>)
3:32:48 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7435.563965, 36.858246, 10473.231445>)
3:32:48 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7435.232910, 37.016460, 10472.739258>)
3:32:48 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7435.194824, 37.035316, 10472.675781>)
3:32:48 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7435.156250, 37.054138, 10472.612305>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7435.118164, 37.073200, 10472.548828>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7434.964355, 37.145348, 10472.332031>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7434.767090, 37.237633, 10472.060547>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7434.544922, 37.341385, 10471.754883>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7434.301270, 37.435722, 10471.410156>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7433.980469, 37.558834, 10470.929688>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7433.588379, 37.709171, 10470.334961>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7433.240723, 37.842777, 10469.808594>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7432.936035, 37.959663, 10469.347656>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7432.701172, 38.049744, 10468.999023>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7432.514160, 38.121704, 10468.730469>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7432.364258, 38.192650, 10468.519531>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7432.195801, 38.272472, 10468.282227>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7432.141602, 38.298393, 10468.202148>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7432.125977, 38.306690, 10468.175781>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7432.111328, 38.313908, 10468.150391>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7432.099121, 38.320480, 10468.128906>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7431.856934, 38.418423, 10467.769531>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7431.391113, 38.585739, 10467.077148>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7431.025879, 38.686008, 10466.524414>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7430.573730, 38.786030, 10465.833008>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7430.248535, 38.857819, 10465.336914>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7429.968262, 38.919724, 10464.911133>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7429.719238, 38.974636, 10464.531250>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7429.457031, 39.024143, 10464.130859>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7429.269531, 39.040726, 10463.835938>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7429.129395, 39.053116, 10463.614258>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7429.004883, 39.064163, 10463.416992>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7428.895996, 39.073746, 10463.244141>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7428.637207, 39.096573, 10462.836914>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7427.863770, 39.068596, 10461.599609>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7427.041992, 38.982098, 10460.264648>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7424.604004, 38.243191, 10456.152344>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7423.900879, 38.245129, 10455.035156>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7423.600098, 38.245880, 10454.556641>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7423.261230, 38.246758, 10454.017578>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7422.998047, 38.247478, 10453.598633>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7422.696777, 38.248169, 10453.119141>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7422.254395, 38.258972, 10452.418945>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7421.693359, 38.302505, 10451.539063>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7421.069336, 38.350845, 10450.563477>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7420.490234, 38.408894, 10449.659180>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7420.097656, 38.462677, 10449.051758>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7419.761230, 38.515438, 10448.533203>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7419.392578, 38.579372, 10447.966797>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7419.145020, 38.622219, 10447.586914>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7419.128418, 38.624798, 10447.569336>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7419.111816, 38.627506, 10447.551758>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7419.097656, 38.629700, 10447.534180>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7418.992188, 38.647491, 10447.385742>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7418.448730, 38.749973, 10446.595703>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7418.025391, 38.836277, 10445.979492>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7417.549805, 38.933285, 10445.286133>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7417.166016, 39.006721, 10444.723633>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7416.804688, 39.073429, 10444.196289>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7416.300293, 39.177261, 10443.463867>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7415.914551, 39.265995, 10442.956055>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7415.663086, 39.316429, 10442.732422>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7415.413086, 39.366741, 10442.506836>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7415.074219, 39.440384, 10442.122070>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7414.600098, 39.548359, 10441.480469>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7414.103027, 39.647377, 10440.804688>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7413.656250, 39.736507, 10440.197266>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7413.325195, 39.801300, 10439.770508>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7412.968262, 39.871040, 10439.310547>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7412.682129, 39.926842, 10438.944336>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7412.301270, 40.009010, 10438.463867>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7411.793945, 40.119682, 10437.839844>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7411.363281, 40.204475, 10437.306641>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7410.996582, 40.286152, 10436.857422>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7410.576660, 40.380894, 10436.324219>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7410.167480, 40.473415, 10435.801758>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7409.677246, 40.584484, 10435.172852>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7409.260742, 40.677868, 10434.653320>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7408.717773, 40.772881, 10433.974609>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7408.166016, 40.864750, 10433.286133>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7407.721191, 40.938976, 10432.729492>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7407.686523, 40.945221, 10432.677734>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7407.654297, 40.950752, 10432.630859>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7407.622559, 40.956356, 10432.584961>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7407.410156, 40.992058, 10432.312500>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7406.925781, 41.073242, 10431.698242>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7406.500000, 41.147358, 10431.160156>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7406.021484, 41.230896, 10430.553711>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7405.636719, 41.304626, 10430.071289>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7405.183594, 41.391140, 10429.507813>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7404.821289, 41.460213, 10429.054688>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7404.414063, 41.538052, 10428.546875>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7404.187988, 41.581547, 10428.261719>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7403.961914, 41.624981, 10427.970703>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7403.781738, 41.659901, 10427.738281>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7403.567383, 41.694946, 10427.461914>)
3:32:49 | "Survivor" (steamid=76561198253386609) teleported to crosshair (pos=<7403.064941, 41.760452, 10426.824219>)
