=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-4-12_3-2-16
====================================================================================
3:2:16 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
3:2:16 | [PermissionManager] Perm (TeleportToCrosshair) has been registered!
3:2:16 | [PermissionManager] Perm (FreeCamera) has been registered!
3:2:16 | [PermissionManager] Perm (RepairVehiclesAtCrosshair) has been registered!
3:2:16 | [PermissionManager] Perm (MenuItemManager) has been registered!
3:2:16 | [PermissionManager] Perm (MenuItemManager:SpawnItem) has been registered!
3:2:16 | [PermissionManager] Perm (MenuItemManager:EditPreset) has been registered!
3:2:16 | [PermissionManager] Perm (MenuItemManager:SpawnPreset) has been registered!
3:2:16 | [PermissionManager] Perm (MenuItemManager:DeletePreset) has been registered!
3:2:16 | [PermissionManager] Perm (MenuItemManager:AddPreset) has been registered!
3:2:16 | [PermissionManager] Perm (MenuServerManager) has been registered!
3:2:16 | [PermissionManager] Perm (ServerManager:RestartServer) has been registered!
3:2:16 | [PermissionManager] Perm (ServerManager:LockServer) has been registered!
3:2:16 | [PermissionManager] Perm (ServerManager:KickAllPlayers) has been registered!
3:2:16 | [PermissionManager] Perm (ServerManager:LoadScripts) has been registered!
3:2:16 | [PermissionManager] Perm (MenuWeatherManager) has been registered!
3:2:16 | [PermissionManager] Perm (WeatherManager:ApplyWeather) has been registered!
3:2:16 | [PermissionManager] Perm (WeatherManager:ApplyTime) has been registered!
3:2:16 | [PermissionManager] Perm (WeatherManager:SavePreset) has been registered!
3:2:16 | [PermissionManager] Perm (WeatherManager:DeletePreset) has been registered!
3:2:16 | [PermissionManager] Perm (WeatherManager:ApplyPreset) has been registered!
3:2:16 | [PermissionManager] Perm (WeatherManager:ApplyTimePreset) has been registered!
3:2:16 | [PermissionManager] Perm (WeatherManager:SaveTimePreset) has been registered!
3:2:16 | [PermissionManager] Perm (WeatherManager:DeleteTimePreset) has been registered!
3:2:16 | [PermissionManager] Perm (MenuObjectManager) has been registered!
3:2:16 | [PermissionManager] Perm (MenuObjectManager:CreateNewSet) has been registered!
3:2:16 | [PermissionManager] Perm (MenuObjectManager:UpdateSet) has been registered!
3:2:16 | [PermissionManager] Perm (MenuObjectManager:DeleteSet) has been registered!
3:2:16 | [PermissionManager] Perm (MenuObjectManager:EditSet) has been registered!
3:2:16 | [PermissionManager] Perm (MenuPermissionsEditor) has been registered!
3:2:16 | [PermissionManager] Perm (PermissionsEditor:RemoveUser) has been registered!
3:2:16 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
3:2:16 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
3:2:16 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
3:2:16 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
3:2:16 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
3:2:16 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
3:2:16 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
3:2:16 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
3:2:16 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
3:2:16 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
3:2:16 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
3:2:16 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
3:2:16 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
3:2:16 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
3:2:16 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
3:2:16 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
3:2:16 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
3:2:16 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
3:2:16 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
3:2:16 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
3:2:16 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
3:2:16 | [PermissionManager] Perm (MenuBansManager) has been registered!
3:2:16 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
3:2:16 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
3:2:16 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
3:2:16 | [PermissionManager] Perm (MenuWebHooks) has been registered!
3:2:16 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
3:2:16 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
3:2:16 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
3:2:16 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
3:2:16 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
3:2:16 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
3:2:16 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
3:2:16 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
3:2:16 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
3:2:16 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
3:2:16 | [PermissionManager] Perm (EspToolsMenu) has been registered!
3:2:16 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
3:2:16 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
3:2:16 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
3:2:16 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
3:2:16 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
3:2:16 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
3:2:16 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
3:2:16 | [PermissionManager] Adding Super Admin (76561198253386609)
3:2:16 | [PermissionManager] Adding Super Admin (76561198950594742)
3:2:16 | [PermissionManager] Adding Super Admin (76561198329721265)
3:2:16 | [PermissionManager] Adding Super Admin (76561198140728342)
3:2:16 | [PermissionManager] Loaded UserGroups.json
3:2:16 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
3:2:16 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
3:2:16 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
3:2:16 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
3:2:16 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
3:2:16 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
3:2:16 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
3:2:16 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
3:2:16 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
3:2:16 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
3:2:16 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
3:2:16 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
3:2:16 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
3:2:16 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
3:2:16 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
3:2:16 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
3:2:16 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
3:2:16 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
3:2:16 | Building Sets Loaded: 1
3:3:37 | Player "K O R E A" (steamId=76561198253386609) connected to server!
3:8:58 | "K O R E A" (steamid=76561198253386609) toggled godmode
3:9:14 | "K O R E A": (steamid=76561198253386609) teleported to (pos=11304.7,0,7053.93)
3:9:48 | "K O R E A" (steamid=76561198253386609) toggled godmode
3:11:31 | "K O R E A" (steamid=76561198253386609) toggled godmode
3:11:33 | "K O R E A" (steamid=76561198253386609) toggled freecam
3:11:39 | "K O R E A" (steamid=76561198253386609) teleported to crosshair (pos=<11383.041992, 157.968781, 7028.415527>)
3:11:40 | "K O R E A" (steamid=76561198253386609) toggled freecam
3:12:16 | "K O R E A" (steamid=76561198253386609) toggled freecam
3:12:40 | "K O R E A" (steamid=76561198253386609) toggled freecam
3:15:33 | "K O R E A" (steamid=76561198253386609) toggled freecam
3:15:41 | "K O R E A" (steamid=76561198253386609) teleported to crosshair (pos=<8279.176758, 214.520416, 8430.176758>)
3:15:42 | "K O R E A" (steamid=76561198253386609) toggled freecam
3:16:22 | "K O R E A" (steamid=76561198253386609) toggled godmode
3:16:49 | "K O R E A" (steamid=76561198253386609) toggled freecam
3:17:51 | "K O R E A" (steamid=76561198253386609) teleported to crosshair (pos=<10430.733398, 4.339912, 9647.992188>)
3:17:53 | "K O R E A" (steamid=76561198253386609) teleported to crosshair (pos=<10433.904297, 2.577232, 9678.157227>)
3:18:11 | "K O R E A" (steamid=76561198253386609) teleported to crosshair (pos=<9991.020508, 212.653610, 10541.008789>)
3:18:13 | "K O R E A" (steamid=76561198253386609) toggled freecam
3:18:24 | "K O R E A" (steamid=76561198253386609) toggled freecam
3:18:38 | "K O R E A" (steamid=76561198253386609) teleported to crosshair (pos=<10256.842773, 20.154909, 10969.409180>)
3:18:59 | Player "K O R E A" (steamId=76561198253386609) disconnected from server.
